时间,门店代码,门店名称,省,市,区,门店类型,门店级别,门店状态,开店日期,二级渠道,门店面积,客流量,客单价,转化率,GMV,grade,二级渠道Type,门店级别Type,门店类型Type,Date,year,month,销售时长,修正转化率,开店时长,binned_data
2023年8月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,6308,2057.02,16.99,2232907.65,B,2,9,2,2023/8/1,2023,8,0.66,16.99,2.76,Low
2024年3月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,5330,1206.72,13.66,842627.7,B,2,9,2,2024/3/1,2024,3,0.08,13.66,2.76,Low
2023年9月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,5286,1342.35,16.17,1133004.15,B,2,9,2,2023/9/1,2023,9,0.58,16.17,2.76,Low
2023年10月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,6612,1767.33,12.4,1434260.65,B,2,9,2,2023/10/1,2023,10,0.5,12.4,2.76,Low
2023年5月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,4614,1689.79,21.15,2248972.66,B,2,9,2,2023/5/1,2023,5,0.92,20,2.76,Low
2024年3月,JM73356,小米之家广东东莞谢岗润升百货专卖店,广东,东莞市,东莞市,专卖店,专卖店-C2,营业中,2024/2/2,米家专卖店,66,1494,934.18,10.91,147834.1,C,2,12,2,2024/3/1,2024,3,0.08,10.91,0.16,Low
2023年4月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,4802,1343.25,15.85,2537427.11,B,2,9,2,2023/4/1,2023,4,1,15.85,2.76,Low
2023年6月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,5078,1714.43,21.88,7123548.88,B,2,9,2,2023/6/1,2023,6,0.83,20,2.76,Low
2024年2月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,3744,1249.01,16.85,777184.22,B,2,9,2,2024/2/1,2024,2,0.16,16.85,2.76,Low
2023年12月,JM20675,小米之家广东深圳宝安区万达广场专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,119,7835,1288.4,12.06,1203889,B,2,8,2,2023/12/1,2023,12,0.33,12.06,0.5,Low
2024年1月,JM20675,小米之家广东深圳宝安区万达广场专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,119,8111,1264.75,13.56,1411239.23,B,2,8,2,2024/1/1,2024,1,0.24,13.56,0.5,Low
2024年3月,JM20675,小米之家广东深圳宝安区万达广场专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,119,3208,882.08,29.83,799887.55,B,2,8,2,2024/3/1,2024,3,0.08,20,0.5,Low
2024年3月,JM20553,小米之家广东珠海香洲区金发购物广场专卖店,广东,珠海市,香洲区,专卖店,体验店-B1,营业中,2023/9/18,米家专卖店,116,3463,717.38,17.41,435148.29,B,2,8,2,2024/3/1,2024,3,0.08,17.41,0.53,Low
2023年11月,JM20553,小米之家广东珠海香洲区金发购物广场专卖店,广东,珠海市,香洲区,专卖店,体验店-B1,营业中,2023/9/18,米家专卖店,116,6508,1176.92,9.33,708296.69,B,2,8,2,2023/11/1,2023,11,0.41,9.33,0.53,Low
2023年9月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,1508,912.72,19.16,256014.49,B,2,8,2,2023/9/1,2023,9,0.58,19.16,3.41,Low
2023年5月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,1154,885.25,49.31,485025.82,B,2,8,2,2023/5/1,2023,5,0.92,20,3.25,Low
2024年2月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,3921,830.06,19.03,615781.92,B,2,8,2,2024/2/1,2024,2,0.16,19.03,3.25,Low
2023年11月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,2622,1880.07,11.33,548776.21,B,2,8,2,2023/11/1,2023,11,0.41,11.33,3.41,Low
2023年10月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,2468,1063.34,10.13,261121.94,B,2,8,2,2023/10/1,2023,10,0.5,10.13,3.41,Low
2023年12月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,3298,1053.31,19.31,661721.69,B,2,8,2,2023/12/1,2023,12,0.33,19.31,3.25,Low
2023年7月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,850,1034.56,33.88,290169.17,B,2,8,2,2023/7/1,2023,7,0.75,20,3.41,Low
2023年2月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,1018,783.89,23.28,184254.16,B,2,8,2,2023/2/1,2023,2,1.16,20,3.41,Low
2023年6月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,1577,1122.42,41.79,732595.34,B,2,8,2,2023/6/1,2023,6,0.83,20,3.25,Low
2023年6月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,969,1055.66,25.8,259160.29,B,2,8,2,2023/6/1,2023,6,0.83,20,3.41,Low
2023年3月,JM19152,小米之家广东深圳龙华区观澜天虹专卖店,广东,深圳市,龙华区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,113,5429,1259.75,6.15,399939.49,B,2,8,2,2023/3/1,2023,3,1.08,6.15,2.26,Low
2023年2月,JM19152,小米之家广东深圳龙华区观澜天虹专卖店,广东,深圳市,龙华区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,113,5459,1025.34,5.5,286348.83,B,2,8,2,2023/2/1,2023,2,1.16,5.5,2.26,Low
2023年12月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,10047,1720.97,8.48,1528763.13,B,2,5,2,2023/12/1,2023,12,0.33,8.48,3.22,Low
2023年5月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,8511,2142.95,17.48,3334120.26,B,2,5,2,2023/5/1,2023,5,0.92,17.48,3.22,Low
2023年8月,JM19152,小米之家广东深圳龙华区观澜天虹专卖店,广东,深圳市,龙华区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,113,9422,989.76,4.25,388223.85,B,2,8,2,2023/8/1,2023,8,0.66,4.25,2.26,Low
2023年4月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,9573,2020.44,12.56,2393291.57,B,2,5,2,2023/4/1,2023,4,1,12.56,3.22,Low
2023年6月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,9083,1642.12,16.55,2997780.91,B,2,5,2,2023/6/1,2023,6,0.83,16.55,3.22,Low
2024年2月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,7102,2106.03,11.97,2105611.03,B,2,5,2,2024/2/1,2024,2,0.16,11.97,3.22,Low
2023年11月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2637,1053.39,8.87,236871.17,B,2,12,2,2023/11/1,2023,11,0.41,8.87,1.89,Low
2023年5月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,1939,763.44,7.68,113752,B,2,12,2,2023/5/1,2023,5,0.92,7.68,1.89,Low
2024年2月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2306,1209.37,14.74,400371.98,B,2,12,2,2024/2/1,2024,2,0.16,14.74,1.89,Low
2023年3月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,1866,933.45,9.75,169887.6,B,2,12,2,2023/3/1,2023,3,1.08,9.75,1.89,Low
2023年4月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2049,749.49,8.93,137156.06,B,2,12,2,2023/4/1,2023,4,1,8.93,1.89,Low
2024年3月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2145,993.75,12.77,270239.22,B,2,12,2,2024/3/1,2024,3,0.08,12.77,1.89,Low
2023年10月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2555,1024.89,9.63,245647.8,B,2,12,2,2023/10/1,2023,10,0.5,9.63,1.89,Low
2023年7月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,4803,1225,12.85,868834.35,B,2,8,2,2023/7/1,2023,7,0.75,12.85,2.92,Low
2024年3月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,3292,1138.34,17.16,617423.28,B,2,8,2,2024/3/1,2024,3,0.08,17.16,2.92,Low
2023年4月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,3995,945.51,22.05,955138.78,B,2,8,2,2023/4/1,2023,4,1,20,2.92,Low
2023年12月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,4670,1215.25,14.86,831891.49,B,2,8,2,2023/12/1,2023,12,0.33,14.86,2.92,Low
2023年8月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,5031,1289.91,13.42,852819.9,B,2,8,2,2023/8/1,2023,8,0.66,13.42,2.92,Low
2023年1月,JM70132,小米之家广东佛山南海区广佛智城专卖店,广东,佛山市,南海区,专卖店,专卖店-C1,营业中,2023/9/12,米家专卖店,129.64,2109,1220.8,5.12,126979.8,B,2,11,2,2023/1/1,2023,1,1.24,5.12,0.55,Low
2023年10月,JM70132,小米之家广东佛山南海区广佛智城专卖店,广东,佛山市,南海区,专卖店,专卖店-C1,营业中,2023/9/12,米家专卖店,129.64,2073,1163.52,5.69,127110.06,B,2,11,2,2023/10/1,2023,10,0.5,5.69,0.55,Low
2023年3月,JM70132,小米之家广东佛山南海区广佛智城专卖店,广东,佛山市,南海区,专卖店,专卖店-C1,营业中,2023/9/12,米家专卖店,129.64,2061,1129.75,5.77,134440.15,B,2,11,2,2023/3/1,2023,3,1.08,5.77,0.55,Low
2024年2月,JM11187,小米之家广东河源源城区坚基购物中心专卖店,广东,河源市,源城区,专卖店,A-形象店-MES Plus,营业中,2018/9/8,米家专卖店,140,18280,1052.84,8.58,1616506.51,B,2,5,2,2024/2/1,2024,2,0.16,8.58,5.56,Low
2024年3月,JM20060,小米之家广东深圳宝安区卓悦时光专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2022/7/28,米家专卖店,138,5149,1187.41,7.03,425644.97,B,2,8,2,2024/3/1,2024,3,0.08,7.03,1.67,Low
2023年8月,JM20060,小米之家广东深圳宝安区卓悦时光专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2022/7/28,米家专卖店,138,7601,1276.44,7.74,727621.21,B,2,8,2,2023/8/1,2023,8,0.66,7.74,1.67,Low
2023年12月,JM20137,小米之家广东广州白云区亿达广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/5/9,米家专卖店,94,14380,2450.47,3.41,1205118.96,B,2,8,2,2023/12/1,2023,12,0.33,3.41,2.89,Low
2023年11月,JM72265,小米之家广东广州天河区利丰天地广场专卖店,广东,广州市,天河区,专卖店,体验店-B1,营业中,2024/1/1,米家专卖店,90,784,686.25,69.26,316527.49,B,2,8,2,2023/11/1,2023,11,0.41,20,0.24,Low
2023年4月,JM20137,小米之家广东广州白云区亿达广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/5/9,米家专卖店,94,9685,1262.51,4.98,610173.69,B,2,8,2,2023/4/1,2023,4,1,4.98,2.89,Low
2023年11月,JM20137,小米之家广东广州白云区亿达广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/5/9,米家专卖店,94,14361,2084.64,4.8,1447743.11,B,2,8,2,2023/11/1,2023,11,0.41,4.8,2.89,Low
2023年1月,JM20137,小米之家广东广州白云区亿达广场专卖店,广东,广州市,白云区,专卖店,体验店-B1,营业中,2021/5/9,米家专卖店,94,6245,2132.15,6,797759.17,B,2,8,2,2023/1/1,2023,1,1.24,6,2.89,Low
2024年3月,JM20934,小米之家广东茂名茂南区华侨城购物广场专卖店,广东,茂名市,茂南区,专卖店,体验店-B1,营业中,2024/3/7,米家专卖店,150,1579,1195.09,13.05,243354.06,B,2,8,2,2024/3/1,2024,3,0.08,13.05,0.06,Low
2024年2月,JM19704,小米之家广东湛江雷州市世贸广场专卖店,广东,湛江市,雷州市,专卖店,体验店-B1,营业中,2022/7/15,米家专卖店,114.7,3711,1223.68,10.56,476935.79,B,2,8,2,2024/2/1,2024,2,0.16,10.56,1.71,Low
2023年2月,JM19704,小米之家广东湛江雷州市世贸广场专卖店,广东,湛江市,雷州市,专卖店,体验店-B1,营业中,2022/7/15,米家专卖店,114.7,829,998.68,26.78,217023.07,B,2,8,2,2023/2/1,2023,2,1.16,20,1.71,Low
2023年2月,JM16961,小米之家广东汕头龙湖区海纳天地购物中心专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,132,992,1059.84,34.38,355094.21,B,2,8,2,2023/2/1,2023,2,1.16,20,2.78,Low
2023年8月,JM16961,小米之家广东汕头龙湖区海纳天地购物中心专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,132,3711,1006.95,10.89,401179.79,B,2,8,2,2023/8/1,2023,8,0.66,10.89,2.78,Low
2023年9月,JM16961,小米之家广东汕头龙湖区海纳天地购物中心专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,132,4059,855.02,9.78,331369.65,B,2,8,2,2023/9/1,2023,9,0.58,9.78,2.78,Low
2023年5月,JM16961,小米之家广东汕头龙湖区海纳天地购物中心专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,132,981,866.03,38.02,320928.53,B,2,8,2,2023/5/1,2023,5,0.92,20,2.78,Low
2023年6月,JM16961,小米之家广东汕头龙湖区海纳天地购物中心专卖店,广东,汕头市,龙湖区,专卖店,体验店-B1,营业中,2021/6/18,米家专卖店,132,1558,940.43,22.59,325634.64,B,2,8,2,2023/6/1,2023,6,0.83,20,2.78,Low
2023年7月,JM16197,小米之家广东深圳龙华区万悦城商业广场专卖店,广东,深圳市,龙华区,专卖店,体验店-B2,营业中,2021/6/26,米家专卖店,104.6,5331,1375.1,13.43,959384.14,B,2,9,2,2023/7/1,2023,7,0.75,13.43,2.76,Low
2023年10月,JM20675,小米之家广东深圳宝安区万达广场专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,119,0,1364.14,0,1206999.52,B,2,8,2,2023/10/1,2023,10,0.5,0,0.5,Low
2023年9月,JM20675,小米之家广东深圳宝安区万达广场专卖店,广东,深圳市,宝安区,专卖店,体验店-B1,营业中,2023/9/30,米家专卖店,119,0,1480.32,0,291498.5,B,2,8,2,2023/9/1,2023,9,0.58,0,0.5,Low
2023年10月,JM20553,小米之家广东珠海香洲区金发购物广场专卖店,广东,珠海市,香洲区,专卖店,体验店-B1,营业中,2023/9/18,米家专卖店,116,5025,860.05,11.4,479130.04,B,2,8,2,2023/10/1,2023,10,0.5,11.4,0.53,Low
2023年12月,JM20553,小米之家广东珠海香洲区金发购物广场专卖店,广东,珠海市,香洲区,专卖店,体验店-B1,营业中,2023/9/18,米家专卖店,116,5677,1404.11,15.4,1210545.19,B,2,8,2,2023/12/1,2023,12,0.33,15.4,0.53,Low
2024年1月,JM20553,小米之家广东珠海香洲区金发购物广场专卖店,广东,珠海市,香洲区,专卖店,体验店-B1,营业中,2023/9/18,米家专卖店,116,3212,784.1,17.4,422402.24,B,2,8,2,2024/1/1,2024,1,0.24,17.4,0.53,Low
2023年10月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,3852,938.18,14.59,518136.69,B,2,8,2,2023/10/1,2023,10,0.5,14.59,3.25,Low
2023年11月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,3279,1376.12,19.85,875190.66,B,2,8,2,2023/11/1,2023,11,0.41,19.85,3.25,Low
2024年3月,JM12059,小米之家广东中山南朗兴和广场专卖店,广东,中山市,中山市,专卖店,体验店-B1,营业中,2020/11/1,米家专卖店,100,2725,1410.73,9.47,346372.9,B,2,8,2,2024/3/1,2024,3,0.08,9.47,3.41,Low
2024年3月,JM12332,小米之家广东江门江海区广场专卖店,广东,江门市,江海区,专卖店,体验店-B1,营业中,2020/12/28,米家专卖店,140,3142,889.8,20.78,569264.59,B,2,8,2,2024/3/1,2024,3,0.08,20,3.25,Low
2024年1月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,8719,2237.73,10.13,2333658.68,B,2,5,2,2024/1/1,2024,1,0.24,10.13,3.22,Low
2023年1月,JM13809,小米之家广东广州番禺区建华汇专卖店,广东,广州市,番禺区,专卖店,A-形象店-MES Plus,营业中,2021/1/9,米家专卖店,84,3234,2193.95,38.99,3388680.32,B,2,5,2,2023/1/1,2023,1,1.24,20,3.22,Low
2023年5月,JM19152,小米之家广东深圳龙华区观澜天虹专卖店,广东,深圳市,龙华区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,113,7174,1194.98,5.24,434265.47,B,2,8,2,2023/5/1,2023,5,0.92,5.24,2.26,Low
2024年3月,JM19152,小米之家广东深圳龙华区观澜天虹专卖店,广东,深圳市,龙华区,专卖店,体验店-B1,营业中,2021/12/27,米家专卖店,113,7611,1146.66,5.16,422025.63,B,2,8,2,2024/3/1,2024,3,0.08,5.16,2.26,Low
2023年8月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2443,911.26,11.09,243168.29,B,2,12,2,2023/8/1,2023,8,0.66,11.09,1.89,Low
2023年12月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2560,1437.71,10.08,369903.74,B,2,12,2,2023/12/1,2023,12,0.33,10.08,1.89,Low
2023年9月,JM19476,小米之家广东潮州湘桥区枫春路和谐港湾专卖店,广东,潮州市,湘桥区,专卖店,专卖店-C2,营业中,2022/5/11,米家专卖店,90,2218,1053.02,11.23,257474.84,B,2,12,2,2023/9/1,2023,9,0.58,11.23,1.89,Low
2024年3月,JM72369,小米之家广东省东莞石碣东风路专卖店,广东,东莞市,东莞市,专卖店,体验店-B2,营业中,2023/11/15,米家专卖店,135,1558,1664.55,16.11,414126.72,B,2,9,2,2024/3/1,2024,3,0.08,16.11,0.37,Low
2023年6月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,4390,2019.68,23.1,2641208.97,B,2,8,2,2023/6/1,2023,6,0.83,20,2.92,Low
2023年9月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,3932,1066.13,13.15,500532.03,B,2,8,2,2023/9/1,2023,9,0.58,13.15,2.92,Low
2023年3月,JM15909,小米之家广东深圳龙岗区麟恒中心广场专卖店,广东,深圳市,龙岗区,专卖店,体验店-B1,营业中,2021/5/1,米家专卖店,90,3447,1364.93,30.46,1393734.37,B,2,8,2,2023/3/1,2023,3,1.08,20,2.92,Low
